"id";"employeeid";"datefiled";"dateeffective";"leavetypeid";"cutoffid";"status";"year";"remarks";"created_at";"updated_at";"quantity"
356;1486;"2021-03-26";"2021-03-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
357;1486;"2021-05-03";"2021-05-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
358;1486;"2021-05-19";"2021-05-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
359;1486;"2021-05-29";"2021-05-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
360;2737;"2021-07-16";"2021-07-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
361;2737;"2021-09-01";"2021-09-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
362;2737;"2021-09-02";"2021-09-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
363;150;"2021-07-21";"2021-07-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
364;34;"2021-04-15";"2021-04-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
365;34;"2021-06-04";"2021-06-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
366;34;"2021-09-08";"2021-09-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
367;96;"2021-06-24";"2021-06-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
368;439;"2021-06-18";"2021-06-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
369;439;"2021-07-14";"2021-07-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
370;439;"2021-07-15";"2021-07-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
371;439;"2021-07-16";"2021-07-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
372;439;"2021-08-18";"2021-08-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
373;1395;"2021-04-12";"2021-04-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
374;1395;"2021-04-23";"2021-04-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
375;1395;"2021-05-19";"2021-05-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
376;1395;"2021-07-17";"2021-07-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
377;1395;"2021-09-03";"2021-09-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
378;2465;"2021-03-10";"2021-03-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
379;2465;"2021-07-15";"2021-07-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
380;2465;"2021-07-16";"2021-07-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
381;2741;"2021-07-02";"2021-07-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
382;2741;"2021-08-03";"2021-08-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
383;2741;"2021-09-09";"2021-09-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
384;195;"2021-05-08";"2021-05-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
385;195;"2021-09-06";"2021-09-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
386;195;"2021-09-07";"2021-09-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
387;217;"2021-05-29";"2021-05-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
388;217;"2021-09-09";"2021-09-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
389;217;"2021-09-10";"2021-09-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
390;217;"2021-09-13";"2021-09-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
391;217;"2021-09-14";"2021-09-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
392;737;"2021-04-26";"2021-04-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
393;737;"2021-06-01";"2021-06-01";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
394;737;"2021-06-02";"2021-06-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
395;737;"2021-06-22";"2021-06-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
396;924;"2021-03-17";"2021-03-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
397;924;"2021-03-18";"2021-03-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
398;1023;"2021-04-29";"2021-04-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
399;1023;"2021-05-07";"2021-05-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
400;1023;"2021-08-04";"2021-08-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
401;1023;"2021-08-23";"2021-08-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
402;1023;"2021-09-06";"2021-09-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
403;1459;"2021-08-26";"2021-08-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
404;1708;"2021-06-07";"2021-06-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
405;1708;"2021-08-04";"2021-08-04";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
406;1708;"2021-08-05";"2021-08-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
407;1708;"2021-08-06";"2021-08-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
408;174;"2021-07-14";"2021-07-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
409;174;"2021-07-15";"2021-07-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
410;615;"2021-07-19";"2021-07-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
411;1947;"2021-06-15";"2021-06-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";0.5
412;1947;"2021-06-16";"2021-06-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
413;2084;"2021-06-21";"2021-06-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
414;2084;"2021-08-03";"2021-08-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
415;2084;"2021-09-02";"2021-09-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
416;2265;"2021-06-15";"2021-06-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
417;2265;"2021-07-13";"2021-07-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
418;172;"2021-03-09";"2021-03-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
419;172;"2021-07-02";"2021-07-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
420;1608;"2021-07-27";"2021-07-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";0.5
421;530;"2021-07-03";"2021-07-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
422;530;"2021-07-24";"2021-07-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
423;963;"2021-06-16";"2021-06-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
424;963;"2021-06-17";"2021-06-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
425;963;"2021-06-18";"2021-06-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
426;551;"2021-02-05";"2021-02-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";0.5
427;551;"2021-04-12";"2021-04-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
428;551;"2021-05-10";"2021-05-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
429;551;"2021-06-25";"2021-06-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
430;551;"2021-07-30";"2021-07-30";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
431;750;"2021-01-21";"2021-01-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
432;750;"2021-01-28";"2021-01-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
433;750;"2021-01-29";"2021-01-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
434;750;"2021-06-21";"2021-06-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
435;750;"2021-06-22";"2021-06-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
436;929;"2021-08-23";"2021-08-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
437;929;"2021-08-24";"2021-08-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
438;929;"2021-08-25";"2021-08-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
439;929;"2021-08-26";"2021-08-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
440;929;"2021-08-27";"2021-08-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
441;2099;"2021-01-12";"2021-01-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
442;2099;"2021-03-18";"2021-03-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
443;2099;"2021-06-24";"2021-06-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
444;2256;"2021-03-30";"2021-03-30";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
445;2256;"2021-03-31";"2021-03-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
446;2256;"2021-04-05";"2021-04-05";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
447;2256;"2021-04-06";"2021-04-06";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
448;2256;"2021-04-07";"2021-04-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
449;2599;"2021-06-22";"2021-06-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
450;2599;"2021-07-13";"2021-07-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
451;415;"2021-09-10";"2021-09-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
452;1053;"2021-07-09";"2021-07-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
453;1053;"2021-09-03";"2021-09-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
454;687;"2021-04-27";"2021-04-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
455;687;"2021-04-28";"2021-04-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
456;687;"2021-04-29";"2021-04-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
457;687;"2021-04-30";"2021-04-30";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
458;2374;"2021-06-11";"2021-06-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
459;819;"2021-06-17";"2021-06-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
460;819;"2021-07-08";"2021-07-08";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
461;819;"2021-07-23";"2021-07-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
462;819;"2021-07-24";"2021-07-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
463;913;"2021-02-02";"2021-02-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
464;913;"2021-04-12";"2021-04-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
465;913;"2021-04-13";"2021-04-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
466;913;"2012-04-14";"2012-04-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
467;913;"2021-04-15";"2021-04-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
468;1398;"2021-08-09";"2021-08-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
469;2659;"2021-08-02";"2021-08-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
470;2659;"2021-08-03";"2021-08-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
471;268;"2021-02-15";"2021-02-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
472;268;"2021-05-22";"2021-05-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
473;1319;"2021-03-09";"2021-03-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
474;1319;"2021-03-10";"2021-03-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
475;1779;"2021-07-15";"2021-07-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
476;1779;"2021-07-16";"2021-07-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
477;1779;"2021-07-17";"2021-07-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
478;2763;"2021-06-02";"2021-06-02";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
479;2763;"2021-06-03";"2021-06-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
480;2763;"2021-07-21";"2021-07-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
481;1057;"2021-03-23";"2021-03-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
482;1057;"2021-05-17";"2021-05-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
483;1057;"2021-05-18";"2021-05-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
484;43;"2021-05-28";"2021-05-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
485;43;"2021-05-31";"2021-05-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
486;1968;"2021-06-21";"2021-06-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
487;1971;"2021-06-16";"2021-06-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
488;90;"2021-06-03";"2021-06-03";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
489;387;"2021-03-09";"2021-03-09";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
490;387;"2021-03-10";"2021-03-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
491;387;"2021-03-11";"2021-03-11";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
492;387;"2021-03-12";"2021-03-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
493;387;"2021-03-15";"2021-03-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
494;2188;"2021-07-30";"2021-07-30";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";0.5
495;1228;"2021-08-24";"2021-08-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
496;1228;"2021-08-25";"2021-08-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
497;1228;"2021-08-26";"2021-08-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
498;1228;"2021-08-27";"2021-08-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
499;1228;"2021-08-28";"2021-08-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
500;419;"2021-08-20";"2021-08-20";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
501;1428;"2021-07-26";"2021-07-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
502;1428;"2021-07-27";"2021-07-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
503;1481;"2021-04-12";"2021-04-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
504;1481;"2021-04-13";"2021-04-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
505;1481;"2021-04-14";"2021-04-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
506;1481;"2021-04-15";"2021-04-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
507;1481;"2021-04-16";"2021-04-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
508;1624;"2021-06-21";"2021-06-21";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
509;1624;"2021-06-22";"2021-06-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
510;1624;"2021-07-16";"2021-07-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
511;1624;"2021-07-17";"2021-07-17";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
512;1905;"2021-02-23";"2021-02-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
513;1905;"2021-02-24";"2021-02-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
514;1905;"2021-02-25";"2021-02-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
515;1905;"2021-02-26";"2021-02-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
516;1905;"2021-02-27";"2021-02-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
517;1936;"2021-02-27";"2021-02-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
518;1936;"2021-07-26";"2021-07-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
519;1936;"2021-07-27";"2021-07-27";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
520;1936;"2021-07-28";"2021-07-28";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
521;1936;"2021-07-29";"2021-07-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
522;1962;"2021-03-29";"2021-03-29";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
523;1962;"2021-03-30";"2021-03-30";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
524;1962;"2021-03-31";"2021-03-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
525;1962;"2021-06-18";"2021-06-18";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
526;2322;"2021-02-16";"2021-02-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
527;2322;"2021-06-19";"2021-06-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
528;2322;"2021-08-10";"2021-08-10";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
529;2431;"2021-04-12";"2021-04-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
530;2431;"2021-04-13";"2021-04-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
531;2431;"2021-04-14";"2021-04-14";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
532;2431;"2021-04-15";"2021-04-15";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
533;2431;"2021-04-16";"2021-04-16";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
534;2649;"2021-07-24";"2021-07-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
535;2649;"2021-09-13";"2021-09-13";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
536;2453;"2021-03-22";"2021-03-22";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
537;2453;"2021-03-23";"2021-03-23";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
538;2453;"2021-03-24";"2021-03-24";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
539;2453;"2021-03-25";"2021-03-25";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
540;2453;"2021-03-26";"2021-03-26";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
541;2093;"2021-05-19";"2021-05-19";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
542;2093;"2021-08-31";"2021-08-31";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
543;2112;"2021-06-07";"2021-06-07";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
544;480;"2021-07-12";"2021-07-12";1;0;2;2021;"From import migration";"2021-09-14 21:49:22.000000";"2021-09-14 21:49:22.000000";1.0
